qid,query
230546,How is it to work for Elon musk
230616,Which is the best service daikin air conditioner repair center in hyderabad
230803,How do you remain positive despite all the negativity around
230866,Why do Muslims worship Allah
230893,Do investors check your credit score
230932,What is a Kegel exercise
231046,Do Muslim women feel oppressed
231098,On what site can I ask doctors questions online
231158,What is the difference between reference and bibliography
231259,How many religions in numbers are present in India
231307,What happened to Stephen Hawking
231318,Should I major in physics or engineering
231448,What should I draw for my teacher
231473,Can a sentence like My case high priority Security has to be tight be acceptable without the verb is in spoken language
231482,How do I know if I like a book or not
231497,How can a transgender woman simulate a period
231527,Is it easy to crack versant test
231688,How can I learn Digital Marketing effectively than as a short term course
231748,Does Gandalf smoke marijuana
231840,Is now a good or bad time to buysell property in London
232029,Is film school necessary or just a fairytale
232199,What are the weirdest things you have seen flight attendants done in their line of duty
232466,Is loving a crime
232646,What Are the best Bed Sheets
232728,How I can become a fitness trainer
232895,What is the basic structural  practical knowledge that every civil engineer must know after the university
232985,What would you do if you were omnipotent
233034,What are Hillary Clintons views on economic policy
233177,What are some promising non Von Neumann computing theoriesarchitecturestechnologies
233300,Should the Indian government legalize prostitution in India
233728,Why dont atheists choose a religion
234011,How can l better Christian
234121,Which is the best heist Bollywood movie
234134,Which is the best webhosting in India
234215,What are the most important tips for beginners in a share market
234338,Which politician do you admire most and why across the globe
234535,Why is it not technically feasible for a smartphone user to delink an old phone number from an application even if they dont utilize the old number
234590,Which is the best available laptop for 50000Rs
234594,Is it possible that black holes are a portal to another place in the universe
234712,Would Stannis Baratheon have made a good king
234806,What is a concrete
234998,What were the hardest incidents of your life that youve faced but had the strength fully overcome
235047,What is the salary of Narendra Modi as PM of India
235291,How do I read effectively
235635,What should be done to reduce the rape cases in India
235712,Why is Donald Trump being criticized for minimizing his taxes
235724,How does it feel when you first time join your first posting as an IAS IPS or IRS officer
235749,How can I find a job in the UK from US
235787,What is the best augmented reality SDK
235958,Is it a good idea to have many technical terms on a software resume
236169,I m unable to continue LICs Jeevan Anand Plan 149  Jeevan Saral Plan 165 What should I do 
236242,Which countries make up Eastern Europe
236402,What are some open source projects that beginners can contribute to
236561,What is the advantages as ASEAN members
236610,Who was the real Sherlock Holmes and how similar is he to the fictional character
236710,What is all the hype about around Sairat
236810,What are some of the best Chinese movies
236932,Do you have faith in humanity
236975,Was Lee Kuan Yew a dictator
237117,What are some of the best desktop backgrounds
237120,How do I reduce uric acid levels in my body
237212,What are best places in India to travel alone Alone and close to the nature
237344,How do I increase immunity towards allergies
237361,Is eating bread good for health
237409,Which insurance company in India offers the best Protection plan
237431,What are some online free sources for learning web development
237473,Is there any backup plan after failing in UPSC exam
237622,What is the biggest lie youve ever told
237654,Who would like to work from home
237867,What is friendly up to
237895,How do you prevent packages from being stolen
237962,What is considered a normal menstrual cycle
237993,I am going to attempt CPT in June 2016  Is the new syllabus applicable to me
238218,What would a truly just society look like
238305,What should I do if I have no friends
238382,What has happened to Air India
238447,What do I do We broke up I want to ring or text him but I know I shouldnt I still have feelings for  miss him immensely
238480,Which is the best time to workout morning or evening
238614,I want to learn English and in what way or step that are
238734,Which is the best website to do sex chat
238836,What is the difference between a web application and website
239311,How do one become a master manipulator
239572,Does iCloud store Safaris historydata
239613,What does it feel like to be bisexual
239882,Do British people believe that not carrying weapons for self defence produces a safer society Are you happier
239894,How unbiased is Indian judiciary
239943,What is it like to switch from a PC to a Mac
240008,Why do people love people
240097,If three coins are tossed simultaneously what is the probability of getting exatly two heads
240102,Is starving yourself good for losing weight
240170,How can the universe be infinite if it is expanding
240208,Which are the best tourism places in India
240337,What is negotiable instruments act
240426,I am tired of my life What should I do
240454,What is the best home remedy for acne
240532,Which one do you think is better Marvel or DC
240713,How do I customize my daily schedule
240726,What is PAN CARD for
240833,Is there a mathematical function that converts two numbers into one so that the two numbers can never be extracted again
241019,What is your phones best wallpaper
241021,What does it feel like to live in China
241097,Which is the best 43 inches Smart LED TV in India
241228,Are Tournaments winners in IQ option legit
241263,I want a girlfriend How can I get one
241381,Does it hurt when your penis is erect
241403,How realistic is Elon Musks plan to colonise Mars
241501,How do you use Kik Messenger on a computer without downloading the app
241563,Whats the meaning of tooling
241582,What do you think of the Surface Pro 3
241831,Would ISPs block Facebook without net neutrality
242043,How can I get good scholarships
242126,Why isnt the Indus River given much prominence in the Hindu literature as much as Ganges or Yamuna
242217,How do you help someone cope with anxiety
242224,Is Ae Dil Hai Mushkil better than Shivaay
242370,What is the best supplement or multivitamins
242427,What is your review of Kendriya Vidyalaya
242534,Should India make surgical strike video public
242566,How do I get a direction of life in my 20s
242624,What tool do you use to measure density and how is it used
242828,What is the best way to go from Budapest to Vienna
242860,Which is better for video editing and programming Mac or Windows
242864,What if discrimination did not exist
242890,Why does Microsoft love Linux
242894,What are some of the dos and donts when using public transportation in Germany
242946,Which are some of the things that irritates you in life
242966,How was your first lovemaking experience
242996,Why do I never get sick
243061,Why do men masturbate
243212,Is sleep ethical
243225,Can you drive your parents car without insurance
243261,Game of Thrones Why did Shae betray Tyrion at his trial
243287,Why is sex a taboo
243567,Are there any good emerging hard rock bands preferably young out there
243579,How can I convert decimal number to a an binary number using a logic circuit
243625,Who is the best commercial architects in pune
243657,Why doesnt Salman Khan quit films
243698,Will the US try its propaganda hard to make division between Philippine  China
244062,What language would be best to learn
244090,Can solving HackerRank help me to get a job Will recruiters contact me based on my profile
244109,What is it like to be so famous
244623,Does someone get a notification if you delete a picture you posted with them tagged in it
244636,How do I go about starting my own travel company
244765,How do I add money in Paytm Wallet
244820,What is linear integrated circuits
244856,Do you need intelligence to succeed in life
245015,Which satellite occupies the lowest earth orbit and at what altitude
245050,What is the difference between the parametric model and the nonparametric model in cad
245109,How can I prepare to level IELTS
245184,What are questions that will never be answered
245262,What is the worst possible business idea you have heard of or seen
245342,IPhone siri awesome replies
245354,What is the full form of HDFC Bank and ICICI Bank
245405,Can I ever get a free domain name
245584,State Newton s third law of motion
245603,What is the best way to get 10 CGPA in the tenth board exams
245648,What are some amazing Android hacks
245677,Will Quora remove or improve the CollapseBot
245740,How do you make money when you dont have a job
245921,How significant would the damage to our environment be if Trump was elected president
245929,How do I read the constitution of India
245942,What do you hate about group homes for autistic adults
246057,What do you think of Obamas decision to give away control of ICANN
246236,Why does Japan try hard to divide its East Asia and ASEAN in order to create war in ASEAN on behalf of the US
246238,What is the difference between web development and web design
246377,What is the normal penis length
246494,How can I learn maths online
246535,What is the probability of someone winning the lottery if there are an infinite number of contestants
246782,What India should learn from rest of the world
246862,Which is the best science magazine in India
246884,What is the best courses for an MS in Germany for a student who is a graduate in mechanical engineering
246899,What is the best website to write a blog
247071,To what is A Modest Proposal considered a parody Why
247128,Can Spanish and Italians communicates both in their own languages and understand each other 
247185,What do Bangladeshis think of India
247340,What is the best water park in Hyderabad
247604,What is the right age of using mobile phones
247660,Is it possible to add a picture to a Quora question which requires visual input
247774,How do I find a girlfriend in bangalore
247851, I am a 5 letter word  I am normally below u  If u remove my 1st letter   ull find me above u  If u remove my 1st  2nd letters  u cant see me  Answer is really very interesting  Let us see who solves this Time limit  today U can also send to other grps if I
248221,What is your review of Visiting and Travel in Kerala
248267,How did Kant prove the existence of an external reality if the phenomenal reality is necessarily limited by the way we determine it How does Kant prove that noumenal reality actually exists
248492,How do I read faster while still enjoying a book
248511,What triggered the Balkan Wars
248701,How does a pressure gauge work
248707,Why am I having a brown discharge 2 days after my last period
248833,What books I need to read for the preparation of IAS exam
248930,If time travel is possible why dont we see people from the future
248991,How do I get into Indian railway job
249008,How can we start our own business
249021,How do I prepare for SSC CGL 2017
249065,What is the best advertising model of education informative website
249119,Ive not had my period for 3 months now Last period ended on June 9th Im 22 never been sexually active What should I do
249138,What determines the learning ability of a living organism
249179,How is a Shovel a simple machine
249230,If Donald Trump were to withdraw from the US election how would this affect the entire election process
249232,Lies and Lying How can I become a better liar
249242,How many Americans will actually leave the country now that Trump is President
249429,Why do republicans call Hillary Clinton crooked Hillary What is she alleged to have done
249488,Which companies are doing reverse logistics in pharmaceutical
249695,What is this Quora best used for
249777,What is the best version of Raspberry Pi for a beginner
249803,What are the best torrent websites
249869,How do I become business analyst
249902,What are the benefits of running
249963,What will happen if Pakistan attacks India with nuclear weapons
250101,What is the best place in San Francisco to watch presidential debates
250333,What are some other ways to earn side income apart from salary a leady by home
250355,How did suited astronauts manage bodily waste while on the moon
250542,Should I smoke weed
250713,Do you consider yourself attractive Why
250724,How do I go about designing my own deep learning algorithm  framework
250976,I have heard that people make money off of re uploading porn how do you do it
251006,How do I install Prisma application on Android
251150,Why wont my iPhone 5s connect to WiFi and how can I fix this
251195,What are some examples of a wheel and an axle
251300,Why did prophet Mohammed married a six year old girl
251302,Hypothetically what action would Donald Trump make that he couldnt recover from
251381,Are there any incidents that made you believe more in God
251499,What the most mysterious photo
251577,What are the best weekend getaways around Pune
251590,Which college should I go to for civil engineering
251680,What is the best argument for genetic engineering
251856,Why is it that so many people have risked everything for Arya Stark just how important is she
251927,Who is a good employment law attorney in NYC
251958,Why do people believe in reincarnation
252105,What is the best way to start a chess game to won
252150,How did Dumbledore defeat Grindelwald if Grindelwald was in possession of the Elder Wand
252831,What is the best way to learn neural networks
252848,How do I study for first year engineering
252952,How can we walk
252988,Which is the best software for PC to download videos from any website
253164,Were humans almost wiped out around 72000 years ago
253266,What makes women unattractive
253355,What are the elements in your life that make it complicated
253394,Why USA supports Pakistan
253583,Are there major differences between programming in Android vs plain Java
253590,Can a BBA student with maths and statistics as the subjects of the course apply for Indian forest services
253596,What will the rank possibly be if one scores 985 percent in Karnataka board and gets 237 marks in Jee Mains
253784,What does Jimmy Wales think
253802,Can you take a bath after eating
253958,How can I become more fearless
254180,How do I become a Kernel developer
254188,How are the relations between India and North Korea
254236,Is there any scope in clinical psychology in India
254255,What can I do to become successful writer
254263,What are the functions of plant cells
254571,How is tap dancing and clogging different
254676,What is the types of contract
254871,Where could I get a personal loan with bad credit
254887,What is an example of an analogy
254942,What happened to radha when Krishna left vrindavan
255314,What is the best database management system
255610,How should I force myself to study
255748,Am I ever going to find my true love
255851,Why Nobel prize not awarded in mathematics
255926,Why do I miss my cheating ex
255945,Was Karl Marx a genius even if he was wrong on the big picture
255955,Is it normal to have a menstrual cycle for two weeks Why or why not
255969,Why do some owls have red eyes
256009,Shall I believe in black magics
256016,Why do the doors of bathroom stalls open inside rather than outside
256078,What is the worst thing that happened to you at school
256295,What if everything is an illusion nothing is real
256527,Why do people hate Kanye West so much
256585,Where does the term OK come from
256641,How can you gain leadership qualities
256748,Whats credit card fraud
256808,Which are the cheapest places in India to travel
256958,How can I resurface an asphalt driveway
257128,How is it possible that plants leaving the exception manage at only 003 of CO2 present in the atmosphere even though 21 is less for mammals
257164,Whats the original name of Jesus in his native language
257185,Why do humans have two hands not more or less
257198,What is the worlds largest mountain
257228,What are the advantages of learning economics
257417,How do I start coding
257428,How do I learn magic
257485,How many days do I need to learn C
257640,Which driving school is the best in Castle hill
257721,How often do seniors have sex
257775,Im first year BTech student with CSE India What are the best ways to get in any product based companies easily
257809,How can I score well in the 12th class CBSE boards
257951,What is presendial form of government
257961,What gives Tachyons the ability to have speeds higher than light
258107,Is There Any App Related To Us Elections 2016  Please Let me Know
258443,How do I earn money in India
258476,Is it random that the moon rotates at almost exactly the same rate as the Earth
258494,What are some causes for a lump on the side of my head
258508,Do protons decay
258536,What are some ways of helping control deforestation
258609,Will there be any technology in the future allowing people to live forever
258667,How can I stay focused on my school work
258740,What should I do to get a Rhodes scholarship
258759,Is Maggi really bad for health
258866,What cause the British empire to lose its countries
259110,I am physically attracted to men But I dont want to be gay What should I do
259138,Why is it illegal to sell single cigarettes This would help people cut down and quit smoking
259139,How does the water come up when we suck through the straws
259503,What cover versions of songs absolutely butcher the original
259534,How do I overcome being too mature for my age
259673,Which is your favorite Hollywood movie in top 1
259682,Which Harry Potter Hogwarts Houses would the 2016 US Presidential Candidates be sorted into
259747,Toughest interview questions are
259832,Is this sentence grammatically correct I am used to hard work
259985,Do you suspect your spouse is cheating
260089,What is the best way to grill frozen chicken
260137,Where can I meet British people in Canada
260238,I have a incurable disease My wife left me because she can have more fun without me She hung in for a while Why
260318,How are animals and plants adaptated to survive in a tropical rainforest
260551,How do you define integrity
260629,Is bond system illegal in india
260638,What is the wealthiest country in the world
260731,Which is the best novel by Robin cook
260760,What are causes of computer viruses
260989,What are common mistakes students do in IIT JEE preparation
261050,How can I stop reacting impulsively
261074,Who actually won the Yom Kippur War of October 1973
261097,How would World War Three develop if it started today
261183,Is it safe to use lemon to whiten teeth
261214,How can I make a bomb using household items
261266,What is main reason of rape in India
261498,How do I overcome the fear of being tickled
261732,Who According to youis the biggest superstar of Indian Film Industry
262073,What are some good seminar topics in civil engineering
262160,Why do we use AC signals in power distribution lines
262266,What could be the practical solution to reduce Delhis pollution
262398,How many years maximum will it take to get people on Mars
262501,What is the best way to cook methamphetamine
262629,Is it safe to buy OnePlus 3 from Flipkart How did they manage to sell it at a low price
262708,Are people from the Philippines considered Asian or Pacific Islanders
262760,What is the best open source application for LANDSAT image analysis  land classification
263214,How do you know you dont want to do a PhD
263292,What exactly is success
263293,Are love and sex are different things for boys
263500,How can you text animal pictures on an iPhone
263539,What is your opinion on life
263625,What are the direct and proxy indicators of exposure
263720,How do you know that a boy likes you
263801,How do deaf people learn to read
263956,What rank and marks are required on the GATE Exam to get a job in PSU for mechanical engineering
264097,Which is best sound editing software
264259,Are there any good reasons why a president Clinton shouldnt appoint Obama to the Supreme Court
264311,How do I find a persons Gmail ID using hisher phone number
264326,Do gravitational waves affect the flow of time
264396,Which is the best pension plan in India
264441,I found out that my 14yearold high school freshman son likes another freshman boy at his high school How should I confront him
264652,Is education really important to make money
264700,Why did the UK stay out of the Vietnam war
264820,How can I really love someone
264983,Is there any way to unblock myself on Facebook Is there an app or something
265037,Why are there so many random people following me on Twitter
265137,What are the best novels of Nicholas Sparks
265202,What is the best way to strengthen the roots of hair
265363,What is your review of Sausage Party
265367,What are some examples of homozygous dominant and homozygous recessive genes
265509,What are SEO trends for 2017
265538,Do taxi drivers want you to sit in front seat or back seat when you are the only client
265621,Who is the best ENT doctor in Hyderabad
265687,What are the changes you noticed in yourself after consistently practicing meditation over a period of time
265746,Who provide best pest control service in Sydney
265828,Why is uranium used in nuclear power plants
265937,What are the most logical movies
266143,Are nuns allowed to masturbate
266216,What are some of the most funniest photos ever taken
266308,How do I improve my blog
266389,Is there any free Android app for monitoring server specific IP and alerts you via notifcation or alarms if it goes down
266414,How do I become marketing manager
266563,How can I publish my novel without much money
266582,What are the best books on Kashmir problem
266682,Who were the greatest heroes of the Trojan War How did they became heroes
266920,Can an object ever have negative mass
267012,Why are Homo sapiens and Neanderthals considered to be separate species
267232,How did a church key get its name
267393,What skill should I learn for 12 hours a day that will help me become successful
267429,Which is the most underrated Hollywood movie ever
267471,Is white a colour
268117,How is the department of electrical engineering at RVCE
268151,Stars go supernova all the time How close to Earth could a supernova be to wipe our life away
268543,How much architects earn in India
268644,What are the main criticism and limitations of deep learning
268709,I want to have sex with a girl what can i do
268783,What are President Obamas plans for his postpresidency
268818,Is doing an MS in the US worth it
268861,Does homosexuality have anything to do with evolution
268935,Why people like dogs
269092,Why was Hulk Hogan awarded such a huge amount in the trial against Gawker
269172,Do Trump or his closest family members have personal good Muslim friends
269206,What are acidic salts What are some examples
269232,What is the worlds best special operations force
269304,In what different ways can Whoever has will be given more and they will have an abundance Whoever does not have even what they have will be taken from them be interpreted
269389,What is periodic function 
269453,How can you tell if you see the same colour as someone else
269504,Can I sell a book that is a summary of another book not authored by myself
269510,Why do many Japanese animation characters have big eyes
269519,Should I stop using Quora since it has mostly been occupied by BJP IT cell
269530,How can I apply in NASA
269546,Why should I vote for Hillary Clinton over Donald Trump
269640,How do I invest in Bitcoin
269644,How can you make duck sauce
269650,How do I get rid of a girlfriend
269789,What steps should be taken for better startup in business
269811,How much loss would Chinese companies incur if Indians stop using Chinese products
269833,What are the best productivity hacks used among siliconvalley employees
269841,How do I become popular on musically
269847,What does it mean to grow up
269921,What percentage of Spanish words are derived from Latin
270027,What is the difference between consumer and customer
270234,What is a favorite spy book or movie thriller character of Putin
270364,How much are businesses using Instagram
270373,How far have humans travelled in space
270744,What is place where games or sports are stayed
270924,How could a boy become a good friend of a girl
271031,How good is coep btech planning
271057,How do college students reduce stress levels
271209,What is the whole story about Adam and Eve
271235,How are Indian Navy MARCOS in comparison to US Navy Seal
271255,What is the difference between IMAX and IMAX 3D
271347,How can one avoid arguments
271371,How do you get out of Quora
271374,What is the best WordPress Security Plugin
271434,Whats the best way to meet Adam DAngelo
271541,What is the difference between paracetamol and acetaminophen
271640,What is the average gas mileage of the Hummer H1
271842,How do polypropylene and polyester compare and contrast
272097,What does it mean to be a conservative
272113,Are the high wages of ministers in Singapore justified
272183,What is the method of learning organic chemistry
272218,What are some great songs to workout to
272273,How do you prevent mold in crawl space under house
272291,How do I come up with a startup
272819,Can Gohan transform to Super Saiyan in mystic form
272826,What is the ultimate happiness
272849,Why was English never the official language of US
273100,What are easy ways to lose 500 calories a day
273104,What is the best solar power bank
273411,When Pokémon GO will be available for download in India on Android
273467,How do I get over my girlfriends sexual past
273511,What are the likely downstream consequences of Brexit
273554,What is continous delivery
273580,Time Travel Why is time travel impossible
273626,What kind of business will flourish in the coming times
273694,Why was Quora unavailable on 27th August 2016 by 12 pm IST
273967,What does it feel like to be extremely rich
274117,What evolutionary advantage does a beard confer on men but not women
274341,What are Narendra Modis educational qualifications
274678,Are fitness bands good
275010,What is the most popular kind of wire
275095,What if anything can be done to bring down Fox News
275107,Do clairvoyant readings work
275153,Do castebased discrimination still exist in India How Where
275239,What is filing income tax returns
275293,Where can I learn martial arts free online
275304,Does payumoney charge
275338,What is the wave function
275394,How is CGPA calculated for a semester in NIT Trichy
275533,How can I control my temper
275563,How can I insert a reverse exclamation mark in Microsoft Word
275637,If Buddhists believe there is no self then why do they believe in reincarnation
275717,Psychotherapy How do I find an individual psychotherapist
275880,Did you have a nice day
275930,Why is making multiple fake accounts on Quora illegal
276014,What is the weight difference between a similar size cold and hot rolled aluminum sheet
276020,How is schizophrenia treated
276038,Are there any negative effects of masturbation
276052,Is there any tool to generate FIFA 17 coins quickly
276135,What is a better alternative to canva
276145,How did Germany and Japan recover so efficiently from the ww2 disasters
276205,Which ecommerce platform is the best
276237,What is an Information System
276453,Which country has the right over the North and South Poles
276792,What is the best book on special relativity Wolfgang Rindlers Introduction to Special relativity or AP Frenchs Special relativity
276840,Why is Kobe Bryant nicknamed The Black Mamba
276853,What is a lymph node
277096,How do I prepare for CPT
277192,Is it ok to marry my fathers brothers daughter
277265,What is the easiest and simplest proof of the chain rule
277334,Why do people believe in heaven and hell
277343,What is the best way to locate Chinese suppliers
277480,How can the workability of concrete be increased
277491,How do I get start learning astrophysics
277539,Where can you find public companies looking for non recourse loans
277596,Which smartphone has the best speaker phone
277643,What are the most overrated movies in Hollywood
277653,Could an argument be made that privacy regulations in the European Union Germany and Austria are too tight
277679,What is a payfac
277739,What events can be conducted for an Electronics Engineering Department fest
277755,How can I become so huge that people turn their heads in public places
277877,What is so terrifying specifically about a Trump presidency
277965,What is expected from a product manegement intern at a startup
278003,What is a psychic vampire and how does he feed
278033,For people who were not born in Japan what are some reasons that you decided to live in Japan
278059,How is the FIITJEE Vashi branch
278115,How can I apply for private medical colleges of MP  I do not have MP domicile
278122,Why is the divorce rate increasing in India
278151,Which is the best coaching institute for SSC CGL preparation in South Delhi
278292,Are smart watches worth buying
278472,Which are the most haunted places in England
278487,How long was the roman empire
278496,What is Arvind Kejriwal doing nowadays
278524,What differentiates gender studies from womens studies
278607,What is Sarkus chicken teriyaki recipe
278645,What is it like to graduate from IPEC Ghaziabad
278715,How do I lose 10 pounds by walking
278787,How was gravity discovered And by whom
278852,What is the action a bank can take if you cant pay your EMI HOME loans
278876,Why does The Grim Adventures of Billy and Mandy cartoon remind me of Beelzebub anime
279179,What is your review of PlayStation VR
279237,What is the difference between falling in love with someone and being in love just only to love
279244,What are the best ways to use my time most efficiently
279246,How can I lose 5 kg in one month
279312,Would Iron Man be legal
279542,What is the advantage of using nontime delay fuse
279801,How do you learn to love yourself
279825,How can I learn more about Cars
279992,What are some ways to glue styrofoam together
280306,What are the courses after bcom
280625,What is big data What is it used for
280652,Why are reactions subjective terms
280743,Why are Muslims less open minded than people of other religions
280888,How can I start conversation with an introvert girl
281000,What is the best way remove scar on the face
281321,What is artificial intelligence What are the pros and cons
281373,What is the quantum observer effect
281399,How do you keep track of bills and expenses with your roommates
281714,What exactly is Black Lives Matters goal
281772,What is difference between a parliamentary and presidential system
281783,What would the world be like if the World Wars had never happened
281986,What are the dimensions of a magnetic field
281990,Hypothetically what could Facebook do to purposefully influence the desired outcome of the todays presidential and Congress elections
282149,Is writing a fiction tougher than writing a non fiction
282379,Are psychic readings over the phone genuine
282470,How is LinkedIn helpful
282504,Is ranch dressing bad for you
282542,How can I build my business
282616,Why isnt the United States ready for a politically experienced woman president
282801,What is the relevance of 3 AM time in paranormal activities
283226,How do I plan for GRE
283326,How is the coefficient of kinetic friction calculated
283358,How to create an app like Pokémon GO
283389,Its possible to search questions inside a topic
283399,If light does not have mass then how can it bend due to gravity How can light have momentum if mass is 0
283520,What is BJP govt or PM Modi doing against terrorism
283911,Why do you want sales
284048,What is quantum fluctuation
284270,Why do solids have a fixed shape while liquids take on the shape of their container
284451,What is the best dating sites in usa
284617,Is there anything in the bible which is antihomosexual
284625,What is your goto joke
284687,What are the benifets of eating spicy food
284697,Can you grow food inside a bunker after a nuclear war
284709,Is it possible to find back my lost android phone with the help of imei number
284713,What is military
284988,How do you find true love
285010,What are the dietary habits of a snapping turtle
285364,Whats the biggest penis size you have ever had sex with
285423,How will President Trump shut down the Iran nuclear program
285554,How often and in what quantity is water sent to the ISS
285581,How do you access free money
285919,What are the technical reasons behind Samsung phones catching fire
286098,What is the best adaptation of Pride and Prejudice on TVFilm
286175,Whats the weirdest thing you believed as a child
286289,What is the best way to be an investment banker
286408,How does Apple make so much profit on all of their products
286483,What can I do to earn 100 per day
286583,How can I extract email addresses from a list of websites
286624,How do I ask lengthy questions on Quora
286695,What are the causes of acne
286700,History of Apple Inc In iPhone advertisements why is the time always set to 942 am on the clock
286777,What will happen if you overdose on hydrocodone
287047,How do I calculate the probability of intersection between two events given only the probability of the two events separately
287051,How are Invicta watches made How can you determine how good they are
287068,What is meant by operating system
287242,What are the questions asked in IIM interview
287314,What is the best way to deal with loneliness
287365,Which CMS is better for ecommerce Magento vs Drupal Others
287675,Which OS is better Windows 7 or Windows 10
287846,Who supplies nuclear materials and technology to North Korea
287850,Will there be a civil war after Trump become president
287926,Who is or was the bravest person in the world
288117,What does the in recovery message mean on a Honeywell thermostat
288370,Why is New Years celebrated in January
288378,Why negative freedom important
288449,In snow conditions would you rather drive an all wheel drive SUV with all seasons or a small front wheel drive car with snow tires
288501,What is the fastest way to earn bitcoin
288627,What is the summary of the book The Secret by Rhonda Byrne
289011,Am I too late to start Programming at 22
289039,What is something you have tried but will never do again
289208,Is it true that after inserting Jio sim the phones get locked and any other sim will not work in that particular slot
289290,Big bang Why the Big Bang occurred
289293,What is reciprocity and what are some example of it
289402,Whats the nutritional difference between normal yogurt and Greek yogurt Which is better
289521,Whats the life on a merchant navy ship
289594,Which is better windows 10 or Windows 81
289835,Which is the best month to visit Japan
289991,How can I learn baking like a pro in Delhi
290039,What is the highest power of 9 in 99
290073,Which one is better a petrol car or a diesel car and why
290200,What qualifications do you need for a nursing job
290298,What systems use linux
290357,How many types of friction are there
290645,Why do we see a mirage in the desert
290838,What does the Clinton Foundation do
291113,What is the best penis size that women consider
291131,Which are the top 10 things in your mind
291132,Do you think laughing releases stress
291199,Why it is necessary to boil sodium extract with concentrated HNO3 before detecting halogens
291328,How many Facebook groups are there
291501,What are some examples of chordates
291800,How did you figure out what you wanted to be
291885,Was the 2010 Polish Air Force Tu154 crash that killed president Lech Kaczyński really an accident
292203,Done with my mechanical engineering now want to pursue masters in it what are the different fields in masters for mechanical engineer
292294,Why cigarettes should not be banned
292360,How do I protect my privacy online completely
292405,How is the trembling of muscles controlled
292695,When did you realize that youre old
292745,What are the 14 principles of management by Henri Fayol and what are some examples
292825,Where should I start when learning a new language
292892,Can you disprove the existence of God
293185,What is the best way to motivate yourself to work out in the morning
293226,Are there any positive benefits for peopleyouths playing Dungeons and Dragons
293691,Whats the difference between shampoo for pets and shampoo for people
293705,What is the worst feeling you have been through
293833,How do you deal with anxiety attacks
293857,Can some be arrested for verbal and emotional abuse
294091,Is there really need of 2000 notes in India
294201,Is India very dirty
294461,What is Linda Rashs official job title in Robot Dreams
294647,Should hermione match better with harry or ron
294653,What is the importance of uniform civil code in India
294922,Is Kejriwal a hypocrite
294975,Why is it so important to ask questions in a job interview
295012,Did Brahma really rape his daughter
295017,What are the best underrated books
295066,Where can I get efficient and best services for pest control in Hawkesbury
295228,How do I get dog urine odor out of my carpet
295234,In what way are nuclear weapons good
295337,Procurement jobs prospects in Saskatchewan
295494,Should a 12 year old have sex
295513,How should I get asylum
295649,How do I find connected wifi password in mobile
295747,What is the best GED 2002 series preparation course
295767,Whats the best tablet app for fashion design
295806,What is a data model
295929,What are some companies that are like Zite for the computer
295945,Can Marijuana legalization reduce suicide rates
295959,Which books should I read for soil mechanics
295968,How do you write a promissory note for school
296304,What prevents Bruce Banner Hulk from having children
296305,Are Nepalese people friendly
296392,How did Pakistan get its name
296602,What is the best medicine for sex
296772,What does Stephen Fry read What are his favorite books
296923,What are some of the biggest lies in history
297042,How often do cats come in heat
297244,Why do evangelical Christians support Donald Trump
297398,What is a database management system What are some examples in how it is used
297406,What is the best way to transfer credits from one college to another
297502,How Can I X How can I retrieve deleted Facebook messages
297596,Debbie Wasserman Schultz has been removed as DNC chair Is that enough to satisfy Bernie supporters
297599,What is the order of the Lord of the Rings movies
297671,What are the benefits of becoming an IAS officer
297683,Which is best site to download Hollywood movies with English subtitles
297712,What are the other names of Kanniyakumari
297910,How does Ripjaws eat his food underwater in Ben 10
298000,How can good bed sheets impact the quality of your sleep
298103,Is Ouija board dangerous
298141,Where do I find startups that are looking for a tech partner
298264,What is the firing order of an engine
298305,How do I get a job as astrophysicist in NASA
298331,What is the best way to promote webcam adult site
298392,Is java programming easy
298431,How does it feel leaving Christianity
298442,Who is the best female to play a teen in movies and why
298529,What word has changed the world
298683,How should I do when I have a crush on my friend
298693,What are some alternative German potato salad recipe without bacon
298788,What type of questions are asked in LIC AAO interview
298825,Data analytics vs data science vs business intelligence what are the key differencesdistinctions
298999,Who is the fastest runner in the world
299038,Would there be a difference in weight of 1 TB hard disk with full 1 TB data and a empty hard disk
299053,Why did Donald Trump run for presidency only now
299058,Whats the best book on modern sports psychology
299100,What happens if you eat a ghost pepper
299110,What is the difference between present perfect and past perfect tense
299129,Are all the holocaust witnesses Jews or Nazis
299183,What is the fastest thing is this world
299311,Is there a scientific explanation for homosexuality
299438,How do we get more intimate with God
299454,Is it possible the Democratic Primary Election was stolen from Bernie Sanders
299634,How many sexual partners should an average person have
300021,How do I get a transfer in TCS as a fresher
300112,Why are buzz cuts common in East Asia
300525,Who wins in a battle between Black Panther and Wolverine
300637,What is the Use of Google
300700,Is the universe increasing
300734,What are negative interest rates
300771,Which is currently the best IAS coaching centre in Hyderabad
300921,What are the reason why someone would jailbreak an iPhone 6
301038,How do I stop my cat from humping my furniture
301101,How should I go about learning synthetic biology
301175,What would a US vs Russia war look like
301276,What is the largest bird
301287,What are some differences between NYSE and NASDAQ
301591,What do I do about my family being homophobic
301726,What is the best virtual assistant company
301774,Do the rest of Indians hate the people from Bihar
301907,Why do large companies acquire startups and just let them die Is there value in acquisitions to eliminate competition
